,keyword,text,lat,long,census,comp,category,LILATracts_1And10,county
3337,blueberry,"The blueberry and Pom fruits are well blended, tart but not too puckery, has a nice zip to it - Drinking a Forbidden Fruit by @AveryBrewingCo at @AveryBrewingCo   ",40.0622,-105.205,08013012705,0.1406,healthy,0,08013
3338,fruit,"The blueberry and Pom fruits are well blended, tart but not too puckery, has a nice zip to it - Drinking a Forbidden Fruit by @AveryBrewingCo at @AveryBrewingCo   ",40.0622,-105.205,08013012705,0.1406,healthy,0,08013
3339,blueberry,Drinking a Braxton Labs Mango Milkshake + Blueberry by @BraxtonBrewCo at @BraxtonLabs  ,39.0998,-84.4875,21037052100,0.0,healthy,0,21037
3340,blueberry,Tasty af. - Drinking a Braxton Labs Mango Milkshake + Blueberry by @BraxtonBrewCo at @BraxtonLabs   ,39.0998,-84.4875,21037052100,0.0,healthy,0,21037
3341,cherry,Drinking a Braxton Labs Cherry Turnover by @BraxtonBrewCo at @BraxtonLabs  ,39.0998,-84.4875,21037052100,0.0,healthy,0,21037
3342,mango,Drinking a Braxton Labs Mango Milkshake + Blueberry by @BraxtonBrewCo at @BraxtonLabs  ,39.0998,-84.4875,21037052100,0.0,healthy,0,21037
3343,mango,Tasty af. - Drinking a Braxton Labs Mango Milkshake + Blueberry by @BraxtonBrewCo at @BraxtonLabs   ,39.0998,-84.4875,21037052100,0.0,healthy,0,21037
3344,blueberry," - Drinking a Blueberry Cream Pop by @DecadentAles @ North Brunswick, NJ   ",40.4543,-74.4734,34023006207,0.0,healthy,0,34023
3345,blueberry,"New flavors for tonight (in addition to the flavors we already had on the truck):
Blue raspberry, tiger blood, pink cotton candy, lemon lime, orange, blueberry, pia colada, hurricane, ",39.79006153,-75.54623594,10003011600,0.0,healthy,0,10003
3346,orange,"New flavors for tonight (in addition to the flavors we already had on the truck):
Blue raspberry, tiger blood, pink cotton candy, lemon lime, orange, blueberry, pia colada, hurricane, ",39.79006153,-75.54623594,10003011600,0.0,healthy,0,10003
3347,raspberry,"New flavors for tonight (in addition to the flavors we already had on the truck):
Blue raspberry, tiger blood, pink cotton candy, lemon lime, orange, blueberry, pia colada, hurricane, ",39.79006153,-75.54623594,10003011600,0.0,healthy,0,10003
3348,blueberry,Blueberry Lemon Energy Bars? What are those you ask? PURE DELICIOUSNESS They may not be the prettiest crayon in the box but they taste sooo good and taste super fresh! Since they are made ,34.6997,-86.7423,01089011022,0.9395,healthy,0,01089
3349,blueberry,"Hiking with my #numberone 
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#mommyanddaughter #daddyisworking #blackgirlmagic #healthybehavior @ Blueberry Hill ",39.82814049,-74.96163507,34007607600,0.0,healthy,0,34007
3350,blueberry,Drinking a Blueberry Muffin Sour by @barntownbrewing at @barntownbrewing  ,41.5997,-93.8381,19049050809,0.0,healthy,0,19049
3351,fruit,"Straight fruit juice, but its got enough bitterness to keep you tipping it back... - Drinking a Reflections From A Dream by @barntownbrewing at @barntownbrewing   ",41.5997,-93.8381,19049050809,-0.1531,healthy,0,19049
3352,blueberry,Drinking a Wild Blueberry by @CheekyMnkyBos at @cheekymnkybos  ,42.3473,-71.0948,25025010203,0.0,healthy,0,25025
3353,blueberry,Ithaca Blueberry Soiree on tap now.  @ithacabeer #BeerMenus,40.8626822,-74.4697995,34027041604,0.0,healthy,0,34027
3354,blueberry,Sea Dog Blueberry Wheat Ale on tap now.  @seadogbrewing #BeerMenus,40.8626822,-74.4697995,34027041604,0.0,healthy,0,34027
3355,blueberry,"Have you seen Dumbo fly?? Today at the Florida Blueberry Festival you can!! #dumbo #soaroverorlando 
#thewdwcouple
Be sure to Subscribe to our YouTube channel so you dont miss an upload! ",28.29954417,-81.41693115,12097041800,0.8148,healthy,1,12097
3356,blueberry,out to breakfast with my boys. he loves his blueberry pancakes #caspianjames #threeyearsold #saturdaymorning @ Char Broil Restaurant ,43.118320000000004,-77.55493,36055012700,0.5719,healthy,0,36055
3357,blueberry,"Blueberry crisp! 1 quart strained oatmeal mash, 1 quart fresh blueberry juice, 3.75lbs wildflower honey  #mead #myhobby #girlswhobrew #sideproject #kitchenscience @ Oshkosh, Wisconsin ",44.0202,-88.5413,55139000500,-0.1759,healthy,0,55139
3358,chicken,"Oh my goodness oh my goodness. This prosciutto, chicken sausage, and veg pizza was to die for. #eatclean #keto #pizza #fitchick #eatwellbewell #fitfoodie #yummy @ Oshkosh, Wisconsin ",44.0202,-88.5413,55139000500,0.2732,healthy,0,55139
3359,chicken,I love bowls full of goodness. Veggies and spicy chicken sausages hit the spot tonight. #eatwellbewell #paleo #feedthebeast #fitfoodie #eatyourveggies  #eatclean #fitchicks #quickdinner @ ,44.0202,-88.5413,55139000500,0.802,healthy,0,55139
3360,oatmeal,"Blueberry crisp! 1 quart strained oatmeal mash, 1 quart fresh blueberry juice, 3.75lbs wildflower honey  #mead #myhobby #girlswhobrew #sideproject #kitchenscience @ Oshkosh, Wisconsin ",44.0202,-88.5413,55139000500,-0.1759,healthy,0,55139
3361,peanut butter,"When your morning starts with coffee, waffles and peanut butter + berries and cream, you know its going to be good  #fitchick #feedthebeast #eatwellbewell #fitfoodie #breakfast ",44.0202,-88.5413,55139000500,0.4404,healthy,0,55139
3362,pork,Oh my gosh you guys! This hot n sweet pork fritter with sauted veg was so stinking good. So. Good. #fitchick #eatwellbewell #paleolife #keto #cookathome #hotchickenpork #fitfoodie ,44.0202,-88.5413,55139000500,0.6482,healthy,0,55139
3363,blueberry,"Blueberry Sour @ironhillbrewery 
#ironhillbrewery #beer #blueberry #sour #brewery #craftbeer
#greenville #travel #foodblog #food #blog #blogger #travelblog #youmustbetrippin #sc ",34.85116,-82.33762,45045004400,0.0,healthy,0,45045
3364,egg,"Amazing Salmon Egg Rolls from @ironhillbrewery #salmon #eggrolls #pescatarian
#delicious #musttry #appetizer #greenville #travel #foodblog #food #blog #blogger #travelblog ",34.85116,-82.33762,45045004400,0.5859,healthy,0,45045
3365,blueberry,"Blueberry muffins to provide sustenance at comicon.
#blueberrymuffins #comicon2019 #planetcomicon @ Trenton, Missouri ",40.0782,-93.6114,29079960400,0.0,healthy,1,29079
3366,blueberry,"Also available today, Chocolate Peanut butter cupcakes &amp; Lemon Blueberry Muffins with a lemon sugar glaze.  #thenook #goodcoffeematters #fairhaven #lemonlove #peanutbutterlove #bakerslife ",41.6376978,-70.901338,25005655300,0.0,healthy,0,25005
3367,peanut butter,"Also available today, Chocolate Peanut butter cupcakes &amp; Lemon Blueberry Muffins with a lemon sugar glaze.  #thenook #goodcoffeematters #fairhaven #lemonlove #peanutbutterlove #bakerslife ",41.6376978,-70.901338,25005655300,0.0,healthy,0,25005
3368,raspberry,"Another plea to Mother Nature to bring on spring.  Lemon Raspberry Tartlets are new to the case today.  I love lemon and lemon desserts, they are amazingly refreshing and remind me of ",41.6376978,-70.901338,25005655300,0.6369,healthy,0,25005
3369,blueberry,Drinking an Imperial Blueberry Pancake Milkshake Stout (2018) by @Rochmillsbeerco @ Heritage Hill Neighborhood  ,42.9599,-85.6568,26081002100,0.1779,healthy,0,26081
3370,blueberry,"Healthy Options!!!!!
#healthylifestyle #healthyliving #vegan #probiotics #blueberry #pomegranate #coconutwater #goodbellyprobiotics #goodbellyrewards #brooklyn #nyceats #nyceatstagram ",40.6521351,-73.9278062,36047086200,0.5951,healthy,0,36047
3371,blueberry,Drinking a Blueberry Maple Pancake by @EBCwny @ Ryan's House  ,43.1767,-78.6853,36063023500,0.0,healthy,0,36063
3372,milk,Drinking a Cookies And Milk Stout by @Rohrbachs @ Ryan's House  ,43.1767,-78.6853,36063023500,0.1779,healthy,0,36063
3373,blueberry,Drinking a Tres Blueberry Stout by @DarkHorseBrewCo @ The Dirty Bird  ,42.2477,-84.40700000000001,26075000600,-0.296,healthy,1,26075
3374,blueberry,"Sweet, maple comes through with subtle blueberry and just enough barrell. Very good. - Drinking a Brewgarithm: If X, Then Thursday by @CycleBrewing @ Greater Woodlawn   ",27.7975,-82.6491,12103023200,0.8268,healthy,0,12103
3375,blueberry,Yummy! - Drinking a Schmoojee Blueberry Apricot Lemonade by @imprintbeer @ Imprint Beer Co.   ,40.264,-75.28399999999999,42091200704,0.5707,healthy,0,42091
3376,fruit,Joose!  Big fruit.  Awesome - Drinking a Blackberry Lush by @imprintbeer @ Imprint Beer Co.   ,40.264,-75.28399999999999,42091200704,0.6588,healthy,0,42091
3377,blueberry,"Apparently, its too sweet for Chris - Drinking a Blueberry Mosaic Milkshake by @moonrakerbeer at @bottlecraft   ",32.7281,-117.17,06073005800,0.4588,healthy,0,06073
3378,chicken,Dinner. Not quite Nashville hot chicken but good effort. Not bad. They prefer dark meat here. @ The Crack Shack ,32.727759999999996,-117.1713,06073005800,0.8236,healthy,0,06073
3379,chicken,"My favourite brunch in San Diego. The Cure from @queenstownph! Fried chicken, biscuits and gravy on a bed of tater tots and scrambled eggs. @ Queenstown Public ",32.72177,-117.1671,06073005800,0.0,healthy,0,06073
3380,meat,Dinner. Not quite Nashville hot chicken but good effort. Not bad. They prefer dark meat here. @ The Crack Shack ,32.727759999999996,-117.1713,06073005800,0.8236,healthy,0,06073
3381,fruit,"Good pick, Swizzle! - Drinking a Tastes Like Fruit by @pizzaportbeer at @bottlecraft   ",32.7281,-117.17,06073005800,0.69,healthy,0,06073
3382,cherry,Drinking a Sour Cherry Sour Wench by @BallastPoint at @bpbrewing  ,32.7277,-117.17,06073005800,0.0,healthy,0,06073
3383,raspberry,Drinking a Bourbon Barrel Aged Brett Raspberry Sour Wench by @BallastPoint at @bpbrewing  ,32.7277,-117.17,06073005800,0.0,healthy,0,06073
3384,blueberry,Sweet at the beginning with a bit of hoppy at the end - Drinking a Naked Dove Blueberry Peach Kolsch by @nakeddove @ Ravenwood Golf Club   ,42.9935,-77.3952,36069050102,0.4588,healthy,0,36069
3385,blueberry,Drinking a Blueberry Ale by @Rohrbachs @ Ravenwood Golf Club  ,42.9935,-77.3952,36069050102,0.0,healthy,0,36069
3386,cherry,Super tasty with vanilla flavor at the end - Drinking a Tart Cherry Bourbon Barrel Aged Cider by @embarkcider @ Ravenwood Golf Club   ,42.9935,-77.3952,36069050102,0.5994,healthy,0,36069
3387,blueberry,Thanks Pyle! - Drinking a Blueberry Muffin by @GreatNotionPDX @ Morey's Beer &amp; Cheese Shack   ,42.0753,-80.1253,42049010903,0.4926,healthy,0,42049
3388,mango,Definitely a summer deck drinking beer. Probably could have waited another month or two to release this in my opinion - Drinking a Mango Crush by @stbcbeer @ Morey's Beer &amp; Cheese Shack   ,42.0753,-80.1253,42049010903,0.2732,healthy,0,42049
3389,blueberry,Sippin on my Blueberry Ice Java @dunkindonuts @ Guardian Life Insurance Company &amp; Forest Hills Financial Group ,40.72707,-73.89514,36081049302,0.0,healthy,0,36081
3390,blueberry,"My own creation!!
Vegan Blueberry Ice cream with quinoa cacao granola and rice cakes.
.

#vegan #icecream #ricecakes #granola #foodart @ Doral, Florida ",25.8067,-80.3477,12086009010,0.3987,healthy,0,12086
3391,cherry,"Have you ever had a role like ""Cherry Picker Operator- Operador de Cherry Picker (montacarga de pie)""? What did you like most about that job? #SupplyChain #Miami, FL",25.7858514,-80.360297,12086009010,0.6553,healthy,0,12086
3392,quinoa,"My own creation!!
Vegan Blueberry Ice cream with quinoa cacao granola and rice cakes.
.

#vegan #icecream #ricecakes #granola #foodart @ Doral, Florida ",25.8067,-80.3477,12086009010,0.3987,healthy,0,12086
3393,rice,"My own creation!!
Vegan Blueberry Ice cream with quinoa cacao granola and rice cakes.
.

#vegan #icecream #ricecakes #granola #foodart @ Doral, Florida ",25.8067,-80.3477,12086009010,0.3987,healthy,0,12086
3394,blueberry,"Heading Up to Blueberry Hill
Albany Pine Bush on 3/22/14
 ",42.717521999999995,-73.861971,36001000401,0.0,healthy,0,36001
3395,blueberry,"Hiking Up Blueberry Hill
Albany Pine Bush on 3/19/11
 ",42.7013,-73.86928,36001000401,0.0,healthy,0,36001
3396,blueberry,"Tostones with quacamole, shrimp, lacto blueberry powder, and crispy sopressata.
.
#springmenu #freeparking #eatpgh #pgheats #freshcatch @ Spork ",40.4645386,-79.93537140000001,42003080900,0.0,healthy,0,42003
3397,blueberry,Thanks Brad! - Drinking a Birdwatcher Coconut Vanilla Blueberry Bourbon Barrel Aged Stout by @DarkHorseBrewCo at @shoprosablanca   ,44.2312,-85.4468,26165380400,0.5983,healthy,0,26165
3398,blueberry,"Killer Kustard Blueberry: NOW IN 24mg AND 48mg SALT NIC! Come on down to CAV and step up your pod system flavor game!

 #vapeaddict #vape #guyswhovape #vape #vapelife ",27.77106978,-82.65527765,12103021600,-0.7081,healthy,0,12103
3399,orange,Roof gets lit orange after a @raysbaseball win. @ Tropicana Field ,27.76803906,-82.65342158,12103021600,0.5859,healthy,0,12103
3400,raspberry,Drinking a Raspberry by @UplandBrewCo @ Webbs City Cellar by Green Bench  ,27.7716,-82.6503,12103021600,0.0,healthy,0,12103
3401,blueberry,Drinking a Bumbleberry Honey Blueberry Ale by @FatHeadsBeer at @daveandbusters  ,40.2235,-76.9309,42041011101,0.0,healthy,0,42041
3402,blueberry,"Blueberry is here, baby!! Being poured at both of our Bethlehem and Allentown Brew Works as well as being served in bottles and 6 packs! Get a taste of this seasonal release and enjoy ",40.6017,-75.4773,42077001800,0.7332,healthy,0,42077
3403,blueberry,Back to one of our favorites. Lemon blueberry cake with cream cheese frosting. Spring cake for this perfect weather!! Come try it this weekend. @ Salum Restaurant ,32.815979,-96.7922821,48113000701,0.8298,healthy,0,48113
3404,blueberry,Look at this beautiful thing! Lemon blueberry cream cheese danish. #wemakelifealittlesweeter #fantasyfrostings @ Fantasy Frostings ,34.14656,-118.07224,06037463101,0.7111,healthy,0,06037
3405,blueberry,Blueberry Extravaganza with Blueberry Compote and Crumb Topping... #breakfast #bestbedandbreakfast #bestbreakfast #flapjack #pancakes #blueberry #cheflife #cheftable #foodblogger ,39.73535,-104.98142,08031002701,0.0,healthy,0,08031
3406,pork,It's a good morning for some delicious biscuits and gravy. So glad I saved all the drippings from my maple balsamic pork last week!  #biscuits #gravy #homecooking #breakfasttime ,39.7391,-104.9836,08031002701,0.9226,healthy,0,08031
3407,apple,"""Life.  This morning the Sun made me adore it. It had behind the dripping pine trees the orange brightness and crimson of a living being, a rose and an apple,  in the physical and ideal ",39.7333,-104.983,08031002701,0.8625,healthy,0,08031
3408,beef,#Sponsored I had such a great time playing in the NCBA test kitchen this afternoon &amp; learning how to properly butcher a whole #beef tenderloin.  I will share the tutorial on IGTV ,39.7391,-104.9836,08031002701,0.7845,healthy,0,08031
3409,blueberry,Thinking about something sweet with that first cup if coffee? Blueberry Crumb... Yummy! #pastrychef #pastry #blueberry #breakfast #bestbedandbreakfast #best #cheflife #cheftable #bnb ,39.73535,-104.98142,08031002701,0.7712,healthy,0,08031
3410,broccoli,"Body and Beyond Detox tips 7-9. Eat organic kale, eat organic broccoli, and  sweat. 

Certain veggies specifically support your livers detoxification pathways. Eat a ",39.7391,-104.9836,08031002701,0.5859,healthy,0,08031
3411,kale,"Body and Beyond Detox tips 7-9. Eat organic kale, eat organic broccoli, and  sweat. 

Certain veggies specifically support your livers detoxification pathways. Eat a ",39.7391,-104.9836,08031002701,0.5859,healthy,0,08031
3412,orange,"Made some orange dill coleslaw. Its still keto friendly, just a little higher carbs. Instead of 5g of carbs per serving its about 6-7g, based on my math (5 net). And its so good. @ ",39.7391,-104.9836,08031002701,0.787,healthy,0,08031
3413,orange,"""Life.  This morning the Sun made me adore it. It had behind the dripping pine trees the orange brightness and crimson of a living being, a rose and an apple,  in the physical and ideal ",39.7333,-104.983,08031002701,0.8625,healthy,0,08031
3414,fruit,"Hello rosebuds!

This is a page from one of my most recent gardening book purchases called Seed Leaf Flower Fruit by, Maryjo Koch. The illustrations in this book are just breathtaking, ",39.7391,-104.9836,08031002701,0.5093,healthy,0,08031
3415,fruit,"The puppy knows that all natural, low alcohol malbec from France is where its at!! Fabian Jouves is the man - restrained and elegant but still with a nice pop of fruit.

#wine #redwine ",39.7391,-104.9836,08031002701,0.7604,healthy,0,08031
3416,broccoli,"Body and Beyond Detox tips 7-9. Eat organic kale, eat organic broccoli, and  sweat. 

Certain veggies specifically support your livers detoxification pathways. Eat a ",39.7391,-104.9836,08031002701,0.5859,healthy,0,08031
3417,blueberry,Is it me or is this delicious blueberry cheesecake cookie giving me a winky smile?  First time having chipnewyorkcity cookies and I finally understand the reason for the long lines ,40.7633991,-73.92110109999999,36081006300,0.851,healthy,0,36081
3418,bean,"Try our Black Pepper Chili Edamame!
Each #edamame bean is bursting with flavor and health benefits #omega3 #soybean #protein #antioxidant #isoflavones #healthy #snack @ Pink Nori ",40.76468,-73.91728,36081006300,0.4389,healthy,0,36081
3419,blueberry,Drinking a Blueberry Cobbler Ale by @FunkyBuddhaBrew at @funkybuddhabrew  ,26.1745,-80.1313,12011050601,0.0,healthy,0,12011
3420,blueberry,Taste like a blueberry muffin. - Drinking an Agave Davida by @dirtyjobbrewing @ Dirty Job Brewing   ,32.5647,-97.14200000000001,48439111306,-0.1027,healthy,0,48439
